0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.010101010101010083e-01 6.278649872080657723e-02 6.203034487313341394e-02
2.020202020202020166e-01 1.240606897462668279e-01 1.206014291784618941e-01
3.030303030303030387e-01 1.836023792927106713e-01 1.749032255197075503e-01
4.040404040404040331e-01 2.412028583569237883e-01 2.242268107155169499e-01
5.050505050505050830e-01 2.966655260604779132e-01 2.679718244664420768e-01
6.060606060606060774e-01 3.498064510394151005e-01 3.056518773640515829e-01
7.070707070707070718e-01 4.004548698239059346e-01 3.368979020059119645e-01
8.080808080808080662e-01 4.484536214310338997e-01 3.614594744840235463e-01
9.090909090909090606e-01 4.936595176701292775e-01 3.792041652506872862e-01
1.010101010101010166e+00 5.359436489328841535e-01 3.901150078914342734e-01
1.111111111111111160e+00 5.751916255086469976e-01 3.942862012596669574e-01
1.212121212121212155e+00 6.113037547281031658e-01 3.919171844198332533e-01
1.313131313131313149e+00 6.441951544946780128e-01 3.833052446333313212e-01
1.414141414141414144e+00 6.737958040118239289e-01 3.688368359948734909e-01
1.515151515151515138e+00 7.000505327549410017e-01 3.489778001409285513e-01
1.616161616161616132e+00 7.229189489680470926e-01 3.242626906237034978e-01
1.717171717171717127e+00 7.423753091869123022e-01 2.952834090537284073e-01
1.818181818181818121e+00 7.584083305013745724e-01 2.626773640012053379e-01
1.919191919191919116e+00 7.710209474693296983e-01 2.271153630076493402e-01
2.020202020202020332e+00 7.802300157828685467e-01 1.892894440449168214e-01
2.121212121212121104e+00 7.860659649626278167e-01 1.499008455671527462e-01
2.222222222222222321e+00 7.885724025193339148e-01 1.096483041742061793e-01
2.323232323232323093e+00 7.878056721708833754e-01 6.921685612374203767e-02
2.424242424242424310e+00 7.838343688396665065e-01 2.926730380298793802e-02
2.525252525252525082e+00 7.767388132765807862e-01 -9.573508858655720849e-03
2.626262626262626299e+00 7.666104892666626425e-01 -4.672148683766037813e-02
2.727272727272727071e+00 7.535514464648147559e-01 -8.164303518588157671e-02
2.828282828282828287e+00 7.376736719897469818e-01 -1.138616867514858355e-01
2.929292929292929060e+00 7.190984339694161953e-01 -1.429635437767032002e-01
3.030303030303030276e+00 6.979556002818571026e-01 -1.686014923594749138e-01
3.131313131313131048e+00 6.743829357720176887e-01 -1.904981702295753532e-01
3.232323232323232265e+00 6.485253812474069957e-01 -2.084476892220082367e-01
3.333333333333333481e+00 6.205343175638550202e-01 -2.223161339100246381e-01
3.434343434343434254e+00 5.905668181074568146e-01 -2.320408767980162434e-01
3.535353535353535470e+00 5.587848929597905023e-01 -2.376287680094456567e-01
3.636363636363636243e+00 5.253547280024106758e-01 -2.391532733081702111e-01
3.737373737373737459e+00 4.904459221711293671e-01 -2.367506483721429911e-01
3.838383838383838231e+00 4.542307260152986803e-01 -2.306152493387971236e-01
3.939393939393939448e+00 4.168832846473520259e-01 -2.209940896464769322e-01
4.040404040404040664e+00 3.785788880898336428e-01 -2.081807610255103358e-01
4.141414141414140992e+00 3.394932319351784411e-01 -1.925088421065221100e-01
4.242424242424242209e+00 2.998016911343054924e-01 -1.743449215089236948e-01
4.343434343434343425e+00 2.596786096195107807e-01 -1.540813634822388589e-01
4.444444444444444642e+00 2.192966083484123585e-01 -1.321289432639320416e-01
4.545454545454544970e+00 1.788259142284457093e-01 -1.089094763882446637e-01
4.646464646464646187e+00 1.384337122474840753e-01 -8.484856135912230424e-02
4.747474747474747403e+00 9.828352299443990359e-02 -6.036854853867122672e-02
4.848484848484848619e+00 5.853460760597587603e-02 -3.588183997603473785e-02
4.949494949494949836e+00 1.934140202287095919e-02 -1.178461540389089297e-02
5.050505050505050164e+00 -1.914701771731144170e-02 1.154893103124063000e-02
5.151515151515151381e+00 -5.678743758723202306e-02 3.377177034597424188e-02
5.252525252525252597e+00 -9.344297367532075627e-02 5.456857397097916729e-02
5.353535353535353813e+00 -1.289835050578537756e-01 7.365955686259899327e-02
5.454545454545454142e+00 -1.632860703717631534e-01 9.080359374470796385e-02
5.555555555555555358e+00 -1.962352271942038040e-01 1.058005868793042148e-01
5.656565656565656575e+00 -2.277233735029716710e-01 1.184930767204238899e-01
5.757575757575757791e+00 -2.576510306633911784e-01 1.287670993908268391e-01
5.858585858585858119e+00 -2.859270875534064005e-01 1.365523069415772173e-01
5.959595959595959336e+00 -3.124690056069523436e-01 1.418213776432451778e-01
6.060606060606060552e+00 -3.372029847189498275e-01 1.445887539571701630e-01
